,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
1260,,30.0,50.0,,,BS,True,"['mathematics', 'AI', 'evaluation', 'bilingual']"
1261,,30.0,50.0,,,BS,True,"['数学', '英語', '日本語']"
1262,,30.0,50.0,,,BS,True,"['数学', 'AIモデル']"
1263,,30.0,50.0,,,BS,True,"['mathematics', 'AI', 'evaluation', 'English', 'Japanese']"
1264,,30.0,50.0,,,BS,True,"['数学の専門知識', '英語', '日本語']"
1265,,30.0,50.0,,,BS,True,"['mathematics', 'AI model evaluation', 'English writing', 'Japanese writing']"
1266,,30.0,50.0,,,BS,True,"['数学', 'AI', '英語', '日本語']"
1267,,45.0,61.0,,,PHD,False,"['machine learning', 'AI', 'computer science', 'statistics', 'Visual Foundation Models', 'Multimodal Language Model', 'programming', 'Python', 'PyTorch', 'TensorFlow', 'ML development lifecycle', 'communication']"
1268,,30.0,50.0,,,BS,True,"['AI model training', 'math expertise', 'bilingual communication']"
1269,5.0,,,239080.0,310270.0,Advanced degree,False,"['data science', 'statistics', 'causal inference', 'experimental design', 'SQL', 'Python', 'R', 'data visualization', 'time-series forecasting', 'gaming industry']"
1270,,30.0,50.0,,,BS,True,"['数学', 'AIモデル', '英語', '日本語']"
1271,3.0,,,,150000.0,BS,True,"['machine learning', 'data manipulation', 'data analysis', 'data visualization', 'statistics', 'predictive modeling', 'cloud computing']"
1272,,,,,,BS/MS/PHD,False,"['data analysis', 'data-driven', 'SQL', 'Python', 'R', 'analytical', 'communication']"
1273,,30.0,50.0,,,BS,True,"['数学', 'AIモデル', '評価', '英語', '日本語']"
1274,3.0,,,,,BS/MS/PHD,False,"['machine learning', 'coding', 'Python', 'PyTorch', 'TensorFlow', 'JAX', 'startup experience', 'LLMs']"
1275,2.0,,,125500.0,212800.0,,False,"['data scientist', 'data querying', 'scripting', 'machine learning', 'statistical modeling', 'statistical analysis']"
1276,,45.0,61.0,,,PhD,False,"['machine learning', 'AI', 'computer science', 'statistics', 'Large Language Models', 'Large Multimodal Models', 'Python', 'AWS', 'problem-solving', 'analytical skills', 'teamwork', 'communication']"
1277,5.0,,,103500.0,175900.0,BS/MS,True,"['data science', 'machine learning', 'AI', 'software development', 'Unix/Linux', 'team collaboration', 'statistics', 'deep learning']"
1278,,,,,,BS/MS,False,"['programming', 'Java', 'software development', 'Core Java', 'javascript', 'C++', 'Spring boot', 'Microservices', 'REST API', 'Statistics', 'Python', 'data visualization', 'communication', 'NLP', 'Text mining', 'Tableau', 'Time series analysis']"
1279,,,,,,BS/MS,True,"['Java', 'software development', 'Core Java', 'JavaScript', 'C++', 'Spring Boot', 'Microservices', 'Docker', 'Jenkins', 'REST API', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'Time series analysis']"
1280,1.0,,,58661.0,74610.0,BS/MS,False,"['laboratory research', 'data analysis', 'experiment design', 'assay performance']"
1281,3.0,,,,,BS,False,"['Machine Learning', 'Deep Learning', 'Python', 'Data Exploration', 'Data Wrangling', 'Model Implementation', 'Model Optimization']"
1282,5.0,36.0,49.0,76000.0,102000.0,BS,False,"['computer vision', 'quality control', 'defect detection', 'process optimization', 'data analysis', 'troubleshooting', 'programming', 'OpenCV', 'image processing', 'machine learning', 'communication']"
1283,3.0,,,125500.0,212800.0,BS,False,"['data science', 'machine learning', 'Python', 'SQL', 'data analysis', 'statistical modeling']"
1284,,,,,,MS/PhD,False,"['Data Analysis', 'Model Development', 'Feature Engineering', 'Anomaly Detection', 'Collaboration', 'Visualization', 'Continuous Improvement', 'Python', 'Machine Learning', 'SQL', 'Data Visualization', 'Docker', 'Kubernetes']"
1285,2.0,,,95700.0,114400.0,BS,True,"['analytics', 'risk analysis', 'data analysis', 'data science', 'statistics', 'data mining', 'SQL', 'Python', 'Excel', 'data visualization', 'Tableau', 'large datasets', 'communication', 'project management']"
1286,2.0,,,,,BS/MS,False,"['data analysis', 'predictive models', 'machine learning', 'artificial intelligence', 'data engineering', 'natural language processing', 'data visualization', 'SQL', 'Python', 'ETL', 'project management', 'version control', 'UNIX', 'Docker']"
1287,3.0,,,,,BS,True,"['Python', 'SQL', 'Machine Learning', 'Data Visualization', 'Statistical Analysis', 'Cloud', 'Telecom Industry', 'Big Data', 'Advanced Machine Learning', 'DevOps and Automation', 'Data Governance', 'Agile Methodology']"
1288,5.0,,,103500.0,175900.0,BS/MS,True,"['Data Science', 'Machine Learning', 'AI', 'Software Development', 'Data Visualization', 'Unix/Linux']"
1289,,,,,100000.0,BS/MS,False,"['programming', 'Java', 'software development', 'Statistics', 'SAS', 'Python', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'Databricks', 'Tensorflow', 'Core Java', 'javascript', 'C++', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'REST API']"
1290,2.0,,,,,BS,True,"['quantitative analytics', 'data modeling', 'machine learning', 'statistical analysis', 'data visualization', 'data engineering', 'project management', 'process management', 'communication']"
1291,5.0,,,160400.0,222000.0,,True,"['software engineering', 'machine learning', 'backend software', 'APIs', 'big data', 'ETL', 'cloud compute', 'containerization', 'CI/CD', 'testing frameworks', 'Python', 'Typescript', 'Jupyter', 'AWS']"
1292,,,,,,BS,False,"['Machine Learning', 'AI', 'Data Analysis', 'Mentoring']"
1293,,30.0,50.0,,,BS,True,"['mathematics', 'AI', 'evaluation', 'bilingual']"
1294,,30.0,50.0,,,BS,True,"['数学', 'AIモデル', '英語', '日本語']"
1295,,30.0,50.0,,,BS,True,"['数学', 'AI', '英語', '日本語']"
1296,8.0,,,137100.0,188600.0,MS,False,"['machine learning', 'model building', 'data wrangling', 'communication', 'team collaboration', 'fairness evaluation', 'Python', 'SQL']"
1297,,30.0,50.0,,,BS,True,"['数学', 'AIモデル', '評価', '質問作成', '英語', '日本語']"
1298,,30.0,50.0,,,BS,True,"['数学', 'AI', 'フリーランス', '評価', 'ランク付け']"
1299,,30.0,50.0,,,BS,True,"['数学', '英語', '日本語']"
1300,5.0,69.0,133.0,145600.0,276400.0,MS,False,"['data science', 'product usage', 'growth strategies', 'statistical techniques', 'hypothesis testing', 'machine learning', 'SQL', 'Python', 'R', 'data visualization']"
1301,,30.0,50.0,,,BS,True,"['数学', 'AIモデル', '評価', '英語', '日本語']"
1302,,30.0,50.0,,,BS,True,"['数学', 'AIモデル', '評価', '関連科目']"
1303,,30.0,50.0,,,BS,True,"['数学', '英語', '日本語']"
1304,3.0,,,167200.0,250800.0,,False,"['machine learning', 'distributed systems', 'cloud platform', 'storage solutions', 'problem-solving', 'clean code']"
1305,,30.0,50.0,,,BS,True,"['数学', 'AIモデルのトレーニング', '評価', '流暢な英語', '流暢な日本語']"
1306,3.0,,,111684.0,167520.0,MS,True,"['data science', 'machine learning', 'R&D', 'modeling', 'data analytics', 'agile', 'devops', 'Python', 'Scala', 'Java', 'MLFlow', 'Databricks', 'Spark', 'Kafka', 'PowerBI', 'statistics', 'optimization', 'algorithms']"
1307,6.0,,,,,BS/MS,False,"['R', 'SAS', 'statistical analysis', 'data mining', 'visualization', 'Cloud Computing', 'Hadoop', 'Machine Learning', 'communication', 'problem-solving']"
1308,,,,,,,False,"['software engineering', 'Pytorch', 'Python', 'CUDA', 'Triton', 'machine learning', 'sequence modeling', 'generative models', 'model architecture', 'pre-training', 'fine-tuning', 'publications', 'production code', 'state-of-the-art techniques', 'distributed training systems', 'high-performance computing']"
1309,,,,113500.0,250000.0,,False,"['programming languages', 'Machine Learning', 'Deep Learning', 'NLP', 'ranking systems', 'recommendation systems', 'communication', 'collaboration']"
1310,5.0,,,85800.0,180200.0,BS,False,"['Python', 'Java', 'Groovy', 'TensorFlow', 'machine learning', 'ETL', 'data triage', 'network analysis']"
1311,0.0,,,,,BS/MS,False,"['Java', 'Python', 'Statistics', 'Core Java', 'Javascript', 'C++', 'Spring boot', 'Microservices', 'REST API', 'NLP', 'Text mining', 'Tableau', 'Time series analysis', 'Data visualization']"
1312,3.0,,,,,,True,"['industry experience', 'Large Language Models', 'deep learning models']"
1313,,,,,,BS/MS,False,"['Python', 'Spark', 'Hadoop', 'SQL', 'Tableau', 'Alteryx', 'Power BI', 'ML frameworks']"
1314,5.0,,,125500.0,212800.0,BS,False,"['data science', 'machine learning', 'statistical modeling', 'deep learning', 'Python', 'SQL', 'AWS']"
1315,2.0,,,,,MS,False,"['Python', 'R', 'C++', 'statistical techniques', 'deep learning', 'TensorFlow', 'PyTorch', 'large-scale data processing', 'analytical skills']"
1316,8.0,,,137100.0,188600.0,MS,False,"['machine learning', 'building models', 'data wrangling', 'standard approaches', 'Python', 'machine learning frameworks', 'SQL', 'shell scripting', 'Unix/Linux', 'fairness understanding', 'cross-team collaboration', 'communication skills', 'trust building', 'problem prioritization']"
1317,7.0,75.0,82.0,150000.0,165000.0,BS/MS,True,"['cloud services', 'AWS', 'Databricks', 'JupyterHub', 'MLflow', 'Bitbucket', 'SQL', 'Python', 'R', 'Spark', 'machine learning', 'data security', 'CI/CD', 'Responsible AI']"
1318,1.0,,,115000.0,150000.0,BS,True,"['data manipulation', 'SQL', 'database design', 'data warehouses', 'data lakes', 'Python', 'R', 'Julia', 'data visualization', 'cloud computing']"
1319,5.0,,,,,MS,False,"['data science', 'team leadership', 'Python', 'ML frameworks', 'SQL', 'cloud platforms', 'supervised learning', 'unsupervised learning', 'optimization', 'anomaly detection', 'problem-solving', 'communication', 'strategic thinking']"
1320,5.0,,,,,BS,False,"['SQL', 'Python', 'Spark', 'Kafka', 'AWS', 'Azure', 'Databricks', 'data engineering', 'CI/CD', 'data quality', 'data governance', 'data security']"
1321,,,,,,PhD,False,"['AI methods', 'algorithm development', 'software prediction', 'molecular dynamics', 'software building', 'deep learning frameworks', 'software development', 'cloud services']"
1322,4.0,,,,,"BS, MS or PhD",False,"['data science', 'machine learning', 'Causal-ML', 'supervised learning', 'unsupervised learning', 'Bayesian', 'Reinforcement Learning', 'Deep Learning', 'optimization', 'NLP', 'Explainable AI', 'modeling', 'Python', 'Scala', 'Java', 'R', 'SQL', 'Hive', 'SparkSQL', 'Linux', 'ETL', 'A/B testing']"
1323,,,,,,PhD,False,"['research', 'data collection', 'statistical analysis', 'grant writing', 'communication skills', 'interpersonal skills', 'organizational skills', 'independent decision making', 'collaborative consulting']"
1324,1.0,,,117200.0,229200.0,PHD,False,"['data science', 'statistical techniques', 'Power BI', 'Tableau', 'SQL', 'R', 'Python', 'data analysis', 'communication']"
1325,3.0,,,,,BS,False,"['scientific skills', 'organizational skills', 'attention to detail', 'LIMS', 'Excel', 'communication', 'teamwork', 'self-motivation', 'adaptability']"
1326,8.0,,,,,BS,False,"['Python', 'Django', 'web development', 'RESTful APIs', 'MVC architecture', 'PostgreSQL', 'MySQL', 'MongoDB', 'HTML', 'CSS', 'JavaScript', 'Git', 'AWS', 'Docker', 'Kubernetes', 'problem-solving', 'communication', 'collaboration']"
1327,,,,,,MS,False,"['AI development', 'scientific machine learning', 'reinforcement learning', 'multiagent systems', 'model predictive control', 'programming', 'automatic differentiation', 'software design', 'systems modeling', 'algorithm development']"
1328,5.0,,,119700.0,222300.0,M.S or B.S.,False,"['Machine Learning', 'Personalization', 'ML-frameworks', 'Recommendations', 'Causal Machine Learning', 'Interpretable ML', 'Multi-Armed Bandits', 'Reinforcement Learning', 'Constrained Optimization', 'Python', 'Java', 'Scala']"
1329,2.0,,,,,,False,"['back-end development', 'Python', 'machine learning', 'deep learning', 'feature engineering', 'model optimization', 'evaluation']"
1330,8.0,,,165600.0,372900.0,BS,True,"['machine learning', 'software engineering', 'generative AI', 'programming', 'data-driven', 'ML frameworks', 'search technologies', 'technical architecture', 'testable code', 'communication', 'computer science fundamentals', 'big data', 'cloud operations', 'infrastructure automation', 'operational excellence', 'Agile methodology', 'leadership']"
1331,2.0,,,,,BS,False,"['data analysis', 'biostatistics', 'epidemiology', 'REDCap', 'R', 'SAS', 'data management', 'collaboration', 'analytical skills', 'problem-solving']"
1332,,,,162000.0,280000.0,,False,"['product analytics', 'A/B testing', 'customer retention', 'acquisition funnel', 'pricing models', 'SQL', 'Looker', 'Tableau', 'Amplitude', 'Python', 'R', 'communication skills', 'self-starter', 'prioritization']"
1333,,,1500.0,,300000.0,,True,"['AI Research', 'Large Language Models', 'generative AI', 'speech models', 'vision models', 'Python', 'PyTorch']"
1334,,,,,,BS,False,"['AI', 'Deep Learning', 'Big Data', 'Machine Learning', 'Python', 'R', 'SQL', 'Hadoop', 'Hive', 'Spark', 'Neural Networks', 'Optimization']"
1335,3.0,,,,,MS,True,"['machine learning', 'deep learning', 'reinforcement learning', 'personalization', 'recommendation algorithms', 'data science', 'Neural Networks', 'Regression Models', 'Gradient Boosting Algorithms', 'data pipelines', 'business acumen', 'problem-solving']"
1336,,,,180000.0,250000.0,,False,"['data engineering', 'machine learning', 'infrastructure', 'Golang', 'Python', 'event-driven microservices', 'Kafka', 'Postgres', 'ELT pipelines', 'AWS', 'Kubernetes', 'data architectures', 'ML Ops']"
1337,5.0,,,,,,False,"['data manipulation', 'data analysis', 'SQL', 'Python', 'R', 'SAS', 'Excel', 'statistical testing', 'machine learning', 'automation techniques', 'cloud computing', 'data visualization', 'healthcare datasets', 'project management']"
1338,1.0,,,52000.0,,BS,False,"['molecular biology', 'PCR', 'CLIA regulations', 'RNA extraction', 'documentation', 'communication', 'team work', 'adaptability']"
1339,6.0,,,,,BS,False,"['Python', 'SQL', 'ML Ops', 'Kubernetes', 'Public Cloud', 'Real-time technology', 'REST API', 'Microservices', 'Big data frameworks', 'RDBMS', 'NoSQL']"
1340,,,,115000.0,,BS/MS,False,"['analytical skills', 'mathematical skills', 'problem-solving skills', 'Python', 'R', 'SAS', 'SQL', 'communication skills', 'organizational abilities']"
1341,3.0,,,,,BS,True,"['data science', 'SQL', 'Python', 'A/B testing', 'problem-solving', 'communication']"
1342,2.0,22.0,35.75,82500.0,123360.0,MS,True,"['data science', 'machine learning', 'artificial intelligence', 'optimization', 'statistical analysis', 'Python', 'Java', 'ML tools', 'data tools']"
1343,3.0,,,117000.0,234000.0,MS,False,"['data science', 'machine learning', 'statistical modeling', 'analytics', 'programming', 'Python', 'R', 'big data']"
1344,2.0,,,136000.0,222200.0,PhD or Master's,False,"['deep learning', 'modeling techniques', 'programming', 'neural networks', 'machine learning', 'Pytorch', 'Tensor Flow', 'generative models', 'research']"
1345,4.0,,,,,MS,True,"['data science', 'statistics', 'optimization', 'machine learning', 'coding', 'data structures', 'algorithms']"
1346,,,,,,,False,"['machine learning', 'natural language processing', 'large language models', 'prompt engineering', 'model fine-tuning', 'Python', 'AI frameworks', 'system programming', 'production-grade AI systems', 'AI agents', 'communication']"
1347,,25.0,50.0,,,BS,True,"['coding', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'New Zealand English', 'attention to detail']"
1348,,,,,,BS/MS,False,"['Java', 'Full Stack', 'Python', 'Data Analysis', 'Machine Learning', 'Statistics', 'Gen AI', 'C++', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'Github', 'Kubernetes', 'REST API', 'Data Visualization']"
1349,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'C++', 'Swift', 'Verilog', 'computer science']"
1350,7.0,46.0,112.0,96900.0,234300.0,BS,True,"['modeling', 'analytics', 'SQL', 'statistics', 'visualization', 'communication', 'collaboration']"
1351,4.0,105.0,115.0,220000.0,240000.0,BS,False,"['data analytics', 'data science', 'SQL', 'Python', 'R', 'predictive modeling', 'communication', 'creative thinking']"
1352,5.0,45.0,74.0,95264.0,155376.0,BS/MS,False,"['data analysis', 'Python', 'SQL', 'AML', 'SAS', 'transaction monitoring']"
1353,0.0,,,,,BS,False,"['Python', 'R', 'C++', 'statistical modeling', 'data structures', 'analytical skills', 'problem-solving', 'collaboration', 'communication']"
1354,1.0,,,75600.0,172000.0,BS,True,"['statistics', 'operations research', 'advanced mathematics', 'R', 'Python', 'scientific methods', 'data analysis']"
1355,,20.0,27.0,,,,True,"['research', 'mathematics', 'statistics', 'physics', 'computer_science', 'hardware', 'sensors', 'Python', 'data_collection', 'problem_solving', 'innovation', 'Linux', 'data_storytelling']"
1356,5.0,51.0,70.0,107200.0,147400.0,MS,False,"['machine learning', 'supply chain', 'modeling', 'Python', 'pandas', 'SQL']"
1357,5.0,0.0,0.0,142000.0,200000.0,PHD,True,"['machine learning', 'GPU computing', 'computational research', 'data processing', 'data analysis', 'collaboration', 'training', 'mentorship', 'software development', 'open science']"
1358,4.0,,,,,BS/MS/PHD,False,"['data science', 'ML paradigms', 'NLP techniques', 'Explainable AI', 'ML frameworks', 'Python', 'Scala', 'Java', 'R', 'SQL', 'Hive', 'SparkSQL', 'Linux', 'ETL', 'data mining']"
1359,1.0,,,162082.0,243222.0,PHD,True,"['machine learning', 'optimization', 'coding', 'Python', 'C++', 'PyTorch', 'deep learning', 'search techniques', 'EDA tools']"
1360,3.0,30.0,39.0,,,,True,"['Shiny', 'R programming', 'Python', 'database management', 'data analysis']"
1361,2.0,,,115.0,135.0,PhD/MS,False,"['biological processes', 'biochemical processes', 'modeling', 'simulation', 'data management', 'analytical skills', 'communication skills', 'organizational skills', 'programming', 'numerical optimization', 'statistical modeling']"
1362,3.0,,,,,,False,"['machine learning', 'MLOps', 'model development', 'CI/CD', 'data integration', 'database technologies', 'DevOps tools', 'containerization']"
1363,8.0,,,137100.0,188600.0,MS,False,"['machine learning', 'Python', 'SQL', 'data science', 'deep learning', 'communication', 'fairness', 'micro-services', 'Kubernetes', 'fast-paced']"
1364,2.0,56.0,173.0,,173000.0,BS,False,"['machine learning', 'recommendation systems', 'pattern recognition', 'data mining', 'artificial intelligence', 'PyTorch', 'TensorFlow', 'Python', 'Javascript', 'Hack']"
1365,,75.0,80.0,,,PhD or MS,True,"['real-world evidence', 'health economics', 'epidemiology', 'quantitative science', 'EMR', 'health IT', 'disease registries', 'insurance claims', 'Statistical Analysis Plan', 'methods development', 'statistical languages', 'R', 'Matlab', 'SAS', 'SQL', 'Hadoop', 'Python', 'visual analytics']"
1366,2.0,,,136000.0,200000.0,PhD,False,"['coding', 'Python', 'JavaScript', 'R', 'Java', 'C++', 'research', 'Large Language Model']"
1367,3.0,,,,,BS/MS/PHD,False,"['machine learning', 'NLP', 'deep learning', 'TensorFlow', 'PyTorch', 'model deployment', 'problem-solving']"
1368,3.0,,,,,Bachelor’s or Master’s Degree,False,"['data science', 'machine learning', 'financial data', 'NLP', 'statistical modeling', 'visualization', 'SQL', 'Kubernetes', 'Docker', 'REST APIs', 'Tensorflow', 'Python', 'Sklearn', 'Pandas']"
1369,,75.0,110.0,150000.0,220000.0,BS/MS,True,"['data science', 'B2C analysis', 'machine learning', 'predictive modeling', 'Python', 'SQL', 'statistical analysis', 'ARIMA', 'regressions', 'xgboost', 'Random Forest', 'DBT', 'Airflow']"
1370,4.0,,,,,BS,True,"['analytical skills', 'advanced analytics', 'predictive modeling', 'data gathering', 'data validation', 'data analysis', 'machine learning', 'deep learning', 'data visualization', 'Python', 'SQL', 'PySpark', 'Scala']"
1371,2.0,65.0,96.0,136000.0,200000.0,PhD,False,"['coding', 'research']"
1372,8.0,,,,,PHD,False,"['Data Science', 'Python', 'SQL', 'AWS', 'GCP', 'Linux', 'Team Management', 'Start-Up']"
1373,3.0,,,77200.0,123900.0,MS,True,"['machine learning', 'data analysis', 'statistical modeling', 'Python', 'SQL', 'big data', 'Agile', 'NLP', 'econometric modeling']"
1374,3.0,,,158642.0,248600.0,MS,True,"['statistical models', 'Hadoop', 'Python', 'Spark', 'AI', 'SAS', 'SQL', 'machine learning']"
1375,6.0,,,136000.0,232000.0,BS,True,"['data science', 'machine learning', 'AI', 'coding', 'statistical modeling', 'data analysis', 'governance', 'consulting', 'mentoring']"
1376,7.0,,,96900.0,234300.0,BS,True,"['SQL', 'statistics', 'visualization', 'communication', 'data analysis', 'project management']"
1377,5.0,52.0,120.0,108480.0,251000.0,Bachelor's degree,False,"['Python', 'big data', 'AI', 'ML', 'MLOps', 'APIs', 'LLM', 'Generative AI', 'Document AI', 'GCP', 'Vector Database', 'Model Development']"
1378,5.0,85.0,90.0,,,,False,"['Python', 'AWS', 'Tech Lead', 'Agile']"
1379,5.0,,,,,,False,"['machine learning', 'data science', 'Python', 'R', 'marketing science', 'customer segmentation', 'lifetime value models', 'XGBoost', 'regressions', 'hyper-parameter tuning', 'feature selection', 'cloud environments']"
1380,2.0,,,110000.0,160000.0,,True,"['data stack', 'Snowflake', 'DBT', 'Segment', 'Power BI', 'Fivetran', 'Azure Data Factory', 'Python', 'SQL', 'data pipeline', 'Airflow', 'cloud platforms', 'version control', 'Git', 'problem-solving', 'communication', 'organizational']"
1381,,25.0,50.0,,,BS,True,"['coding', 'computer science', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail', 'English']"
1382,,,,,,BS/MS,False,"['Java', 'Core Java', 'Javascript', 'C++', 'Spring boot', 'Microservices', 'REST API', 'Statistics', 'Python', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'Time series analysis']"
1383,5.0,,,117000.0,130000.0,BS/MS,False,"['forecasting', 'data science', 'programming', 'cloud architecture', 'predictive analytics', 'distribution engineering', 'communication', 'problem solving', 'time series', 'geospatial tools', 'regulatory frameworks', 'power systems engineering', 'energy modeling']"
1384,3.0,,,,,PhD,False,"['AI', 'Machine Learning', 'Deep Learning', 'Biology', 'Statistics', 'Optimization', 'Graph Algorithms', 'Software Engineering']"
1385,5.0,,,174700.0,382200.0,PHD,True,"['speech recognition', 'speech processing', 'deep learning', 'Python', 'ML frameworks', 'natural language processing', 'ASR architectures', 'language modeling', 'decoding algorithms', 'on-device ASR', 'personalization', 'semi/self-supervised learning', 'multilingual ASR', 'robust ASR', 'LLM-integrative ASR', 'speech recognition toolkits', 'large scale data processing']"
1386,,,,,,,False,"['Python', 'APIs', 'data pipelines', 'network programming', 'Git', 'communication', 'data storage', 'continuous integration', 'deployment tools', 'database management', 'electrochemistry', 'manufacturing']"
1387,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1388,7.0,,,,,B.S. or M.S.,True,"['Python', 'SQL', 'Software Development', 'Messaging', 'Cloud']"
1389,2.0,,,125500.0,212800.0,,False,"['data science', 'machine learning', 'SQL', 'Python', 'statistical analysis', 'modeling']"
1390,2.0,,,,,BS,False,"['REST API', 'CI/CD', 'Mongo DB', 'Python', 'Kafka', 'Data Transformation', 'Document Storage', 'Document Retrieval']"
1391,10.0,,,,,BS,False,"['advanced analysis', 'analytics', 'data visualization', 'Python', 'SQL', 'machine learning', 'R programming', 'time series analysis', 'forecasting', 'regression', 'supply chain analysis']"
1392,4.0,23.0,43.0,47600.0,90400.0,PHD,False,"['cell biology', 'molecular biology', 'cell culture', 'molecular cloning', 'western blots', 'PCR', 'cell viability', 'reporter assays', 'animal handling', 'data analysis']"
1393,4.0,,,,,BS,True,"['analytical skills', 'collaborative', 'machine learning', 'predictive modeling', 'data visualization', 'Python', 'SQL', 'PySpark', 'Scala']"
1394,5.0,,,136000.0,212800.0,PhD or equivalent Master's Degree,False,"['Statistics', 'Machine Learning', 'Economics', 'Modeling', 'Time Series Modeling', 'Predictive Modeling', 'Network Analysis', 'Communication']"
1395,,,,,,MS,False,"['AI', 'machine learning', 'LLMs', 'NLP', 'computer vision', 'predictive analytics', 'TensorFlow', 'PyTorch', 'cloud-based ML services', 'Python', 'data engineering', 'big data']"
1396,3.0,,,,,BS,True,"['SQL', 'Python', 'machine learning', 'data analysis', 'A/B testing']"
1397,,,,160000.0,253000.0,PhD,False,"['AI algorithms', 'Python', 'C++', 'CUDA', 'machine learning', 'computer vision', 'computer graphics', '3D human reconstruction', 'human motion modeling', 'generative modeling', 'physics simulators', 'cloth modeling', 'communication skills']"
1398,3.0,,,200800.0,251000.0,,False,"['LLMs', 'Pytorch', 'Jax', 'Tensorflow', 'research', 'machine learning']"
1399,2.0,34.0,62.0,72150.0,130425.0,BA/MS,False,"['data analysis', 'data processing', 'Python scripting', 'Java programming', 'SQL querying', 'Tableau', 'GIS', 'data management', 'cloud architecture']"
1400,2.0,72.0,130.0,72150.0,130425.0,BA/MS,False,"['data analysis', 'data processing', 'Python', 'Java', 'SQL', 'Tableau', 'geospatial data', 'cloud architecture', 'data quality control', 'data visualization']"
1401,1.0,,,,,BS,False,"['data wrangling', 'statistical analysis', 'programming', 'machine learning', 'SQL', 'Python']"
1402,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog']"
1403,,,,151900.0,239200.0,Ph.D.,True,"['computational analysis', 'statistical learning', 'data mining', 'programming', 'data visualization', 'machine learning']"
1404,,,,,,BS,True,"['data analysis', 'AI model development', 'data pipeline engineering', 'cloud integration', 'data visualization', 'collaboration', 'programming', 'analytical skills']"
1405,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1406,7.0,0.0,0.0,235000.0,250000.0,BS/MS,True,"['Python', 'SQL', 'machine learning', 'data structures', 'algorithms', 'software design', 'code review', 'communication', 'distributed systems']"
1407,,,,150000.0,225000.0,PhD,True,"['NLP', 'Machine Learning', 'PyTorch', 'Tensorflow', 'JAX', 'Research']"
1408,3.0,,,,,BS,False,"['machine learning', 'data representation', 'NLP', 'cloud technologies', 'data engineering']"
1409,5.0,70.0,105.0,140000.0,210000.0,BS,True,"['NLP', 'information extraction', 'entity resolution', 'entity disambiguation', 'Python', 'deep learning', 'cloud computing', 'ML Ops']"
1410,5.0,,,96600.0,220000.0,BS,True,"['data exploration', 'data cleaning', 'data analysis', 'data visualization', 'data mining', 'statistical programming', 'data modeling', 'data sources analysis', 'NLP', 'text mining', 'machine learning', 'algorithm development', 'R', 'Python', 'SQL', 'NoSQL']"
1411,5.0,,,142700.0,257600.0,,False,"['ML', 'GenAI', 'Computer Vision', 'Python', 'PyTorch', 'TensorFlow', 'AWS', 'Kubernetes', 'Docker']"
1412,,,125.0,,,,True,"['Terraform', 'Azure', 'CI/CD', 'automation', 'team leadership']"
1413,,51.0,74.0,7800.0,11300.0,PhD,False,"['ML compiler', 'Distributed Training', 'ML systems', 'Python', 'Cuda programming', 'C++', 'planning algorithms', 'MCTS', 'AI Agents', 'LLM performance', 'Reinforcement learning', 'performance optimization', 'research']"
1414,4.0,,,92300.0,175400.0,BS,False,"['machine learning', 'data engineering', 'forecasting', 'SQL', 'programming']"
1415,2.0,44.0,84.0,92300.0,175400.0,BS/MS/PHD,False,"['predictive modeling', 'recommendation algorithms', 'natural language processing', 'text mining', 'optimization', 'mathematical programming', 'SQL', 'statistical modeling', 'machine learning', 'programming']"
1416,10.0,35.0,42.0,,,B.S/M.S.,False,"['CRISPR', 'NGS', 'TLA', 'PacBio', 'Oxford Nanopore', 'molecular biology', 'data analysis', 'statistics', 'problem solving', 'communication']"
1417,4.0,,,,,BS,True,"['analytics', 'predictive modeling', 'data mining', 'statistical techniques', 'machine learning', 'Python', 'SQL', 'PySpark', 'Scala']"
1418,1.0,,,75600.0,172000.0,BS,True,"['statistics', 'operations research', 'advanced mathematics', 'R', 'Python', 'scientific methods', 'data gathering', 'data cleansing', 'optimization', 'modeling', 'simulation']"
1419,3.0,75.0,110.0,150000.0,220000.0,BS/MS,False,"['Python', 'commodities trading', 'data manipulation', 'data analysis', 'SQL', 'API development', 'web scraping']"
1420,5.0,,,155000.0,233000.0,BS,True,"['data science', 'machine learning', 'statistical analysis', 'predictive modeling', 'cross-functional teamwork', 'communication']"
